itemset,Support
"(260, 318, 356, 608, 858, 1196)",51
"(260, 1196, 1210, 1270, 2115, 2716)",51
"(260, 296, 318, 593, 858, 2571, 2858)",51
"(32, 1196, 1210, 1240, 1291)",51
"(50, 260, 296, 858, 1196, 1221, 2571)",51
"(50, 260, 296, 356, 858, 1196, 1221)",51
"(296, 356, 1136, 1196, 1210, 1291)",51
"(318, 356, 527, 1270)",51
"(356, 527, 1270, 2571)",51
"(260, 527, 1270, 2571)",51
"(1, 318, 593, 1270)",51
"(1, 593, 1270, 2571)",51
"(50, 858, 1196, 1213, 1221)",51
"(50, 260, 858, 1196, 1213, 1221)",51
"(589, 593, 608, 858)",51
"(589, 608, 858, 2571)",51
"(260, 296, 589, 608, 858)",51
"(260, 858, 1213, 1221, 2571)",51
"(50, 318, 608, 858, 1196)",51
"(364, 1291, 4306)",51
"(296, 356, 593, 2571, 6377)",51
"(1, 50, 858, 1221)",51
"(1, 260, 296, 593, 1270)",51
"(1, 47, 318, 1196, 1210)",51
"(1, 47, 296, 1196, 1210, 2571)",51
"(1, 47, 260, 589, 1196, 1210)",51
"(260, 296, 356, 1136, 1196, 1210, 1291)",51
"(589, 1136, 1196, 1210, 1291, 2571)",51
"(260, 589, 1136, 1196, 1210, 1291, 2571)",51
"(47, 260, 356, 1210, 1240, 2571)",51
"(47, 356, 589, 1210, 1240)",51
"(47, 260, 296, 589, 1210, 1240)",51
"(296, 318, 589, 858, 2858)",51
"(50, 296, 318, 858, 1213, 1221)",51
"(50, 296, 858, 1196, 1221, 2571)",51
"(50, 296, 356, 858, 1196, 1221)",51
"(593, 608, 1213, 1221)",51
"(1136, 1198, 1210, 1291, 2571)",51
"(260, 1136, 1198, 1210, 1291, 2571)",51
"(1, 260, 356, 589, 1270, 2571)",51
"(50, 260, 296, 318, 593, 858, 1221)",51
"(1, 527, 1270)",51
"(356, 364, 1036, 2571)",51
"(356, 364, 1291)",51
"(1, 364, 1291)",51
"(50, 296, 608, 1213, 1221)",51
"(589, 1210, 1291, 2115, 2716)",51
"(260, 589, 1210, 1291, 2115, 2716)",51
"(1196, 1210, 1291, 2115, 2571, 2716)",51
"(260, 1196, 1210, 1291, 2115, 2571, 2716)",51
"(318, 589, 858, 2571, 2858)",51
"(318, 356, 608, 858, 1196)",51
"(296, 593, 1196, 1270, 2571)",51
"(296, 356, 593, 1196, 1270)",51
"(356, 593, 1196, 1270, 2571)",51
"(1, 260, 356, 593, 1270)",51
"(1, 260, 318, 356, 1270, 2571)",51
"(50, 318, 593, 858, 1221, 2571)",51
"(50, 296, 318, 356, 858, 1221)",51
"(364, 595, 2571)",51
"(260, 364, 595)",51
"(260, 589, 2571, 6377)",51
"(356, 593, 608, 858, 2571)",51
"(260, 296, 318, 608, 858, 2571)",51
"(296, 318, 593, 608, 858, 2571)",51
"(260, 608, 858, 1213, 1221)",51
"(260, 296, 593, 608, 858, 2571)",51
"(47, 50, 858, 1213, 1221)",51
"(296, 356, 589, 1196, 1270, 2571)",51
"(150, 539, 588)",51
"(150, 539, 590)",51
"(47, 260, 318, 589, 1196, 1210, 2571)",51
"(47, 260, 296, 356, 589, 1196, 1210)",51
"(47, 260, 527, 1196, 1210, 2571)",51
"(260, 1196, 1210, 1240, 1291, 2762)",51
"(1240, 1291, 4306)",51
"(260, 296, 318, 356, 1196, 1270, 2571)",51
"(296, 1089, 1213, 1221, 2571)",51
"(260, 296, 1089, 1213, 1221)",51
"(32, 47, 260, 608, 1210)",51
"(32, 47, 608, 1196, 1210)",51
"(356, 588, 608)",51
"(296, 318, 356, 593, 608, 858)",51
"(356, 589, 2571, 6377)",51
"(260, 1196, 1240, 1291, 2762)",51
"(589, 1196, 1240, 1291, 2762)",51
"(260, 1210, 1240, 1291, 2762)",51
"(1, 260, 318, 1196, 1270, 2571)",51
"(296, 356, 858, 1196, 1221, 2571)",51
"(260, 296, 318, 593, 858, 1196, 1221)",51
"(1, 1196, 1198, 1210, 1240, 2571)",51
"(1, 260, 1196, 1198, 1210, 1240, 2571)",51
"(47, 318, 1210, 1240)",51
"(32, 260, 356, 608, 1196, 1210)",51
"(50, 608, 858, 1213, 1221)",51
"(858, 1193, 1213, 1221)",51
"(260, 296, 593, 858, 1196, 1221, 2571)",51
"(260, 296, 356, 858, 1196, 1221, 2571)",51
"(296, 589, 858, 1196, 1221)",51
"(260, 296, 589, 858, 1196, 1221)",51
"(260, 1136, 1196, 1198, 1210, 1291, 2571)",51
"(364, 4306, 4993)",51
"(47, 296, 589, 593, 1196, 1210)",51
"(47, 296, 356, 589, 1196, 1210, 2571)",51
"(260, 356, 364, 1210, 2571, 4306)",51
"(1, 364, 1210, 4306)",51
"(32, 260, 608, 1196, 1198, 1210)",51
"(527, 593, 858, 2571, 2858)",51
"(260, 527, 858, 2571, 2858)",51
"(1, 296, 858, 2858)",51
"(318, 593, 858, 1196, 2858)",51
"(296, 318, 858, 1196, 2571, 2858)",51
"(260, 588, 608)",51
"(296, 318, 527, 858, 2858)",51
"(1240, 1291, 2571, 2762)",51
"(260, 1240, 1291, 2762)",51
"(32, 318, 608, 1196, 1210)",51
"(1, 260, 364, 1210, 4306)",51
"(356, 364, 1196, 1210, 2571, 4306)",51
"(260, 356, 364, 1196, 1210, 2571, 4306)",51
"(1, 364, 1196, 1210, 4306)",51
"(1, 260, 364, 1196, 1210, 4306)",51
"(296, 318, 593, 858, 1196, 1221)",51
"(296, 593, 858, 1196, 1221, 2571)",51
"(32, 356, 608, 1196, 1210, 2571)",51
"(1136, 1198, 2571, 2858)",51
"(47, 1136, 1196, 2858)",51
"(32, 593, 608, 1210)",51
"(32, 296, 593, 608, 1210)",51
"(32, 260, 296, 589, 608, 1196, 1210)",51
"(32, 608, 1196, 1198, 1210)",51
"(1136, 1196, 1198, 1210, 1291, 2571)",51
"(1, 356, 589, 1196, 1270, 2571)",51
"(539, 588, 597)",51
"(161, 296, 593)",51
"(47, 260, 296, 356, 593, 1196, 1210, 2571)",51
"(47, 296, 318, 589, 1196, 1210)",51
"(589, 1197, 1240, 1291)",51
"(150, 161, 296, 592)",51
"(50, 296, 593, 1270)",51
"(260, 296, 356, 858, 1196, 2858)",51
"(260, 356, 858, 1196, 2571, 2858)",51
"(296, 589, 858, 1196, 2858)",51
"(589, 858, 1196, 2571, 2858)",51
"(296, 356, 858, 1196, 2858)",51
"(356, 858, 1196, 2571, 2858)",51
"(260, 318, 593, 858, 1196, 2858)",51
"(260, 296, 318, 858, 1196, 2571, 2858)",51
"(260, 318, 356, 1196, 6377)",51
"(296, 608, 1089, 1213, 1221)",51
"(1, 260, 356, 858, 1221)",51
"(592, 1136, 1196, 1291)",51
"(858, 1136, 1291)",51
"(1, 260, 296, 356, 1196, 1270, 2571)",51
"(50, 260, 318, 1270)",51
"(50, 260, 593, 1270)",51
"(1, 260, 364, 1196, 2571, 4306)",51
"(608, 858, 1089, 1213, 1221)",51
"(296, 593, 1136, 1196, 2858)",51
"(589, 1196, 6377)",51
"(32, 47, 296, 608, 1196)",51
"(32, 47, 260, 608, 1196)",51
"(32, 260, 356, 608, 1210, 2571)",51
"(32, 296, 589, 608, 1210, 2571)",51
"(1, 50, 260, 1196, 1270)",51
"(318, 593, 1198, 1270)",51
"(296, 608, 1136, 1291)",51
"(260, 318, 356, 593, 858, 1221)",51
"(593, 1198, 1270, 2571)",51
"(356, 364, 1210, 2571, 4306)",51
"(260, 608, 1240, 1291)",51
"(260, 608, 1196, 1240, 1291)",51
"(260, 608, 1210, 1240, 1291)",51
"(260, 608, 1196, 1210, 1240, 1291)",51
"(50, 260, 296, 356, 1270)",51
"(260, 589, 1291, 2115, 2716)",51
"(260, 318, 1196, 1198, 1210, 1240)",51
"(296, 1196, 1200, 2571, 2858)",51
"(260, 296, 589, 858, 1196, 2858)",51
"(260, 589, 858, 1196, 2571, 2858)",51
"(589, 1196, 1291, 2115, 2716)",51
"(260, 356, 593, 858, 1221, 2571)",51
"(260, 589, 593, 858, 1221)",51
"(260, 296, 593, 1198, 1270)",51
"(150, 161, 296, 318)",51
"(150, 161, 589)",51
"(260, 356, 1136, 1196, 2858)",51
"(50, 296, 1136, 2858)",51
"(318, 356, 593, 1265, 2571)",51
"(296, 356, 1136, 2571, 2858)",51
"(260, 318, 1136, 2858)",51
"(32, 47, 296, 356, 608)",51
"(32, 47, 260, 608, 2571)",51
"(32, 260, 608, 2858)",51
"(318, 356, 1196, 2571, 6377)",51
"(50, 260, 589, 1196, 1270)",51
"(32, 356, 608, 1198)",51
"(32, 260, 608, 1198, 2571)",51
"(260, 356, 364, 1196, 2571, 4306)",51
"(1136, 1196, 1197, 1198, 1291)",51
"(1136, 1197, 1210, 1291)",51
"(260, 1136, 1197, 1210, 1291)",51
"(1136, 1196, 1197, 1210, 1291)",51
"(260, 1136, 1196, 1197, 1210, 1291)",51
"(1, 318, 356, 1198, 1270)",51
"(318, 364, 2571, 4306)",51
"(296, 356, 364, 2571, 4306)",51
"(1, 1198, 1210, 1240, 2571)",51
"(1, 260, 1198, 1210, 1240, 2571)",51
"(318, 1196, 1198, 1210, 1240)",51
"(1, 1291, 2115, 2716)",51
"(260, 1196, 1291, 2115, 2571, 2716)",51
"(589, 1136, 1214, 2571)",51
"(296, 318, 1136, 1214)",51
"(1, 296, 318, 1198, 1270)",51
"(589, 1036, 1240, 1291, 2571)",51
"(1, 260, 296, 1198, 1270, 2571)",51
"(161, 590, 593)",51
"(150, 161, 590, 592)",51
"(150, 161, 165)",51
"(161, 165, 590)",51
"(356, 364, 2571, 2762)",51
"(318, 593, 1136, 2858)",51
"(32, 296, 593, 608, 1196)",51
"(32, 356, 608, 1196, 2571)",51
"(32, 50, 608, 1196)",51
"(32, 318, 608, 1198)",51
"(32, 593, 608, 1198)",51
"(1, 47, 318, 1210)",51
"(1, 47, 296, 1210, 2571)",51
"(318, 356, 593, 2918)",51
"(296, 318, 356, 2571, 2918)",51
"(1, 47, 260, 589, 1210)",51
"(1, 260, 593, 1196, 1198, 1270)",51
"(32, 260, 1221)",51
"(50, 296, 318, 356, 858, 2858)",51
"(50, 260, 318, 593, 858, 2858)",51
"(50, 260, 593, 858, 2571, 2858)",51
"(50, 260, 296, 356, 858, 2858)",51
"(32, 50, 356, 608)",51
"(1196, 1197, 1198, 1240, 1291)",51
"(356, 1036, 1240, 1291)",51
"(260, 296, 1036, 1240, 1291)",51
"(1, 593, 1196, 1198, 1270)",51
"(47, 260, 296, 356, 589, 1210, 2571)",51
"(260, 592, 1196, 1221)",51
"(32, 1221, 2571)",51
"(318, 589, 2918)",51
"(260, 318, 1136, 1214)",51
"(260, 296, 1136, 1214, 2571)",51
"(1, 260, 364, 588)",51
"(364, 588, 1198, 2571)",51
"(47, 260, 296, 356, 1270)",51
"(47, 50, 1136)",51
"(1196, 1198, 6377)",51
"(32, 296, 318, 608, 1196)",51
"(318, 356, 589, 1265)",51
"(296, 356, 589, 1265, 2571)",51
"(32, 260, 593, 608, 1196)",51
"(47, 260, 527, 1210, 2571)",51
"(1036, 1196, 1240, 1291, 2571)",51
"(260, 1036, 1196, 1240, 1291, 2571)",51
"(47, 296, 318, 589, 1210, 2571)",51
"(260, 356, 364, 588)",51
"(1, 47, 356, 1270)",51
"(47, 296, 356, 1196, 1270)",51
"(47, 260, 318, 1196, 1270)",51
"(296, 858, 1198, 2571, 2858)",51
"(1036, 2115, 2716)",51
"(296, 1210, 6377)",51
"(296, 593, 1136, 2571, 2858)",51
"(47, 260, 593, 1136, 1196)",51
"(47, 260, 589, 1136, 1196)",51
"(47, 589, 593, 1210, 2571)",51
"(47, 260, 296, 318, 589, 1210)",51
"(47, 260, 296, 589, 593, 1210)",51
"(296, 1210, 1221, 2858)",51
"(47, 260, 1198, 1270, 2571)",51
"(260, 356, 593, 2918)",51
"(47, 260, 296, 1196, 1270, 2571)",51
"(47, 260, 589, 1196, 1270)",51
"(47, 50, 1270)",51
"(1210, 1221, 2571, 2858)",51
"(50, 1210, 1221, 2858)",51
"(50, 260, 1210, 1221, 2858)",51
"(260, 296, 318, 356, 1265, 2571)",51
"(296, 318, 1200, 1210)",51
"(296, 593, 1200, 1210)",51
"(318, 1200, 1210, 2571)",51
"(32, 260, 296, 589, 608, 2571)",51
"(296, 1198, 6377)",51
"(260, 1198, 6377)",51
"(1198, 1270, 2571, 2858)",51
"(1, 47, 260, 1198, 1270)",51
"(47, 1196, 1198, 1270, 2571)",51
"(47, 260, 1196, 1198, 1270, 2571)",51
"(1, 47, 1196, 1198, 1270)",51
"(1, 47, 260, 1196, 1198, 1270)",51
"(296, 318, 1270, 2858)",51
"(296, 593, 1270, 2858)",51
"(1, 364, 1196, 1198, 1210)",51
"(260, 593, 1198, 1210, 1221)",51
"(260, 296, 1198, 1210, 1221, 2571)",51
"(318, 356, 1270, 2858)",51
"(47, 296, 356, 2571, 6377)",51
"(32, 260, 318, 608, 2571)",51
"(32, 260, 296, 356, 608, 2571)",51
"(32, 356, 589, 608, 2571)",51
"(260, 1036, 1210, 1240, 1291, 2571)",51
"(1036, 1196, 1210, 1240, 1291, 2571)",51
"(260, 1036, 1196, 1210, 1240, 1291, 2571)",51
"(1, 260, 364, 1196, 1198, 1210)",51
"(150, 356, 364)",51
"(50, 260, 593, 1196, 1210, 1221)",51
"(593, 1198, 1210, 1221)",51
"(260, 589, 593, 1265)",51
"(50, 260, 296, 858, 1198, 2858)",51
"(318, 1198, 1210, 1240)",51
"(260, 318, 1198, 1210, 1240)",51
"(260, 318, 589, 1265, 2571)",51
"(1, 318, 2918)",51
"(1, 593, 2918)",51
"(1, 296, 2571, 2918)",51
"(589, 1196, 1270, 2858)",51
"(47, 296, 356, 858, 2858)",51
"(50, 318, 1136, 1198)",51
"(296, 356, 608, 780)",51
"(296, 1198, 1210, 1221, 2571)",51
"(260, 589, 1270, 2858)",51
"(318, 1136, 1196, 1214)",51
"(296, 1136, 1196, 1214, 2571)",51
"(260, 318, 1136, 1196, 1214)",51
"(260, 356, 608, 780)",51
"(47, 356, 858, 2571, 2858)",51
"(47, 260, 296, 318, 858, 2858)",51
"(47, 260, 593, 858, 2858)",51
"(47, 593, 1136, 2571)",51
"(47, 260, 593, 1136)",51
"(47, 260, 589, 1136)",51
"(1036, 1210, 1240, 1291, 2571)",51
"(50, 260, 1196, 1210, 1240, 2571)",51
"(296, 592, 608, 1196, 1210)",51
"(260, 296, 592, 608, 1196, 1210)",51
"(296, 318, 1196, 2571, 2918)",51
"(296, 318, 1214, 1240)",51
"(318, 1214, 1240, 2571)",51
"(296, 593, 1214, 1240, 2571)",51
"(50, 260, 296, 356, 1210, 1221)",51
"(1, 364, 1198, 1210)",51
"(1, 260, 364, 1198, 1210)",51
"(260, 318, 1210, 6377)",51
"(318, 1196, 1210, 6377)",51
"(47, 260, 589, 858, 2858)",51
"(47, 296, 858, 1196, 2858)",51
"(47, 260, 296, 858, 1196, 2858)",51
"(47, 296, 318, 593, 858, 2571, 2858)",51
"(260, 296, 608, 1196, 1198, 1210, 2858)",51
"(47, 50, 296, 318, 858, 2858)",51
"(47, 50, 296, 593, 858, 2858)",51
"(318, 356, 593, 1210, 1270)",51
"(260, 318, 364, 1196, 1210)",51
"(260, 296, 364, 1196, 1210, 2571)",51
"(318, 593, 1210, 1270, 2571)",51
"(50, 593, 1196, 1210, 1221)",51
"(260, 296, 318, 593, 1210, 1270)",51
"(260, 296, 592, 608, 1198)",51
"(47, 296, 318, 1136)",51
"(1, 260, 296, 318, 1265)",51
"(1, 260, 318, 1265, 2571)",51
"(1, 260, 589, 1265, 2571)",51
"(296, 592, 608, 1196, 1198)",51
"(260, 296, 592, 608, 1196, 1198)",51
"(356, 593, 1196, 2918)",51
"(260, 296, 589, 1214, 1240)",51
"(50, 260, 593, 1196, 1198, 1210, 2571)",51
"(260, 296, 356, 589, 1210, 1270, 2571)",51
"(1, 1196, 1210, 1221)",51
"(1, 260, 1196, 1210, 1221)",51
"(50, 318, 1210, 1221)",51
"(50, 296, 356, 1210, 1221)",51
"(50, 260, 318, 1210, 1221)",51
"(318, 364, 1196, 1210)",51
"(296, 364, 1196, 1210, 2571)",51
"(260, 356, 592, 608)",51
"(260, 589, 592, 608)",51
"(592, 593, 608, 1196)",51
"(260, 592, 593, 608, 1196)",51
"(608, 1196, 1198, 1210, 2571, 2858)",51
"(356, 1198, 2115, 2716)",51
"(260, 608, 1196, 1198, 1210, 2571, 2858)",51
"(47, 260, 608, 1210, 2571, 2858)",51
"(296, 356, 1196, 1210, 1221, 2571)",51
"(260, 318, 1196, 1210, 1221, 2571)",51
"(260, 318, 356, 1196, 1210, 1221)",51
"(260, 296, 356, 1196, 1210, 1221, 2571)",51
"(50, 593, 1196, 1198, 1210, 2571)",51
"(47, 260, 608, 1196, 1210, 2571, 2858)",51
"(150, 260, 608)",51
"(1, 150, 608)",51
"(47, 296, 592, 608)",51
"(296, 318, 592, 608)",51
"(296, 356, 592, 608)",51
"(296, 589, 593, 1210, 1270)",51
"(318, 356, 589, 1210, 1270)",51
"(260, 296, 364, 1210, 2571)",51
"(260, 318, 356, 364, 1210)",51
"(260, 296, 356, 364, 1210)",51
"(260, 356, 364, 1196, 1198, 2571)",51
"(1, 364, 1196, 1198, 2571)",51
"(50, 260, 296, 318, 1196, 1198, 1210)",51
"(260, 318, 1214, 1240)",51
"(260, 356, 1214, 1240, 2571)",51
"(318, 589, 1214, 1240)",51
"(296, 589, 1214, 1240, 2571)",51
"(356, 589, 1214, 1240, 2571)",51
"(318, 1196, 1210, 1221, 2571)",51
"(318, 356, 1196, 1210, 1221)",51
"(296, 608, 1196, 1198, 1210, 2858)",51
"(1, 1210, 2115, 2716)",51
"(1, 260, 1210, 2115, 2716)",51
"(318, 356, 364, 1210)",51
"(296, 356, 364, 1210)",51
"(1, 356, 589, 1210, 1270, 2571)",51
"(296, 593, 1196, 1210, 1270, 2571)",51
"(296, 356, 593, 1196, 1210, 1270)",51
"(356, 593, 1196, 1210, 1270, 2571)",51
"(356, 780, 6377)",51
"(356, 588, 6377)",51
"(356, 593, 1196, 1265, 2571)",51
"(318, 593, 1196, 1265, 2571)",51
"(260, 296, 589, 1136, 1196, 1198)",51
"(1, 260, 364, 1196, 1198, 2571)",51
"(260, 296, 541, 593, 608)",51
"(50, 296, 318, 1196, 1198, 1210)",51
"(47, 318, 364)",51
"(260, 296, 1136, 1196, 1214, 2571)",51
"(50, 356, 364)",51
"(296, 364, 1198)",51
"(296, 356, 589, 1196, 1210, 1270, 2571)",51
"(589, 1136, 1210, 1214)",51
"(260, 318, 593, 1210, 1221)",51
"(296, 589, 1210, 1221)",51
"(356, 364, 1196, 1198, 2571)",51
"(260, 296, 318, 356, 1196, 1210, 1270, 2571)",51
"(589, 593, 1200, 1210)",51
"(50, 296, 1210, 1240, 2571)",51
"(50, 260, 1210, 1240, 2571)",51
"(260, 296, 593, 608, 1196, 1210, 2858)",51
"(589, 608, 1196, 1210, 2858)",51
"(50, 296, 608, 1210, 2858)",51
"(593, 1136, 1198, 1214)",51
"(296, 364, 1210, 2571)",51
"(260, 356, 364, 1198, 2571)",51
"(1, 364, 1198, 2571)",51
"(1, 260, 364, 1198, 2571)",51
"(47, 260, 1136, 1214)",51
"(47, 1136, 1196, 1214)",51
"(47, 260, 1136, 1196, 1214)",51
"(593, 608, 1196, 1210, 2571, 2858)",51
"(296, 318, 356, 593, 858, 1210)",51
"(296, 1196, 2115, 2716)",51
"(318, 858, 6377)",51
"(858, 2571, 6377)",51
"(296, 318, 1196, 1214, 1240)",51
"(296, 356, 1196, 1214, 1240)",51
"(260, 318, 1196, 1214, 1240)",51
"(260, 356, 1196, 1214, 1240, 2571)",51
"(1, 260, 1196, 2571, 2918)",51
"(47, 608, 1196, 1198, 1210, 2571)",51
"(47, 260, 296, 608, 1196, 1198, 1210)",51
"(47, 260, 608, 1196, 1198, 1210, 2571)",51
"(527, 1196, 1265, 2571)",51
"(47, 260, 296, 593, 608, 1196, 1210)",51
"(356, 1196, 2115, 2716)",51
"(296, 318, 608, 1210, 2858)",51
"(318, 589, 1196, 1265, 2571)",51
"(356, 593, 608, 1210, 2858)",51
"(47, 260, 589, 608, 1196, 1210)",51
"(260, 593, 608, 1210, 2571, 2858)",51
"(593, 1136, 1210, 1214)",51
"(260, 593, 1136, 1210, 1214)",51
"(1, 260, 356, 364, 1196, 2571)",51
"(260, 318, 364, 1196, 2571)",51
"(260, 318, 589, 1196, 1210, 1270, 2571)",51
"(1, 260, 356, 593, 1196, 1198, 1210)",51
"(1, 260, 318, 1196, 1198, 1210, 2571)",51
"(50, 260, 589, 1210, 1270)",51
"(260, 318, 356, 364, 1196)",51
"(260, 296, 356, 364, 1196)",51
"(1, 260, 296, 318, 1196, 1210, 1270)",51
"(1, 260, 318, 1196, 1210, 1270, 2571)",51
"(1, 260, 318, 356, 1196, 1210, 1270)",51
"(1, 260, 296, 356, 1196, 1210, 1270, 2571)",51
"(1, 356, 589, 1196, 1210, 1270, 2571)",51
"(296, 593, 1210, 1221, 2571)",51
"(50, 260, 1198, 1221, 2858)",51
"(47, 593, 1221, 2858)",51
"(47, 260, 296, 608, 1198, 1210)",51
"(47, 260, 608, 1198, 1210, 2571)",51
"(47, 296, 608, 1196, 1198, 1210)",51
"(318, 356, 364, 1196, 2571)",51
"(296, 356, 364, 1196, 2571)",51
"(260, 356, 364, 589)",51
"(1, 50, 260, 1210, 1270)",51
"(50, 260, 589, 1196, 1210, 1270)",51
"(1, 50, 1196, 1210, 1270)",51
"(50, 260, 593, 1221, 2858)",51
"(50, 260, 296, 1221, 2571, 2858)",51
"(50, 296, 1196, 1221, 2858)",51
"(50, 260, 296, 1196, 1221, 2858)",51
"(1, 260, 296, 356, 1196, 1210, 1240)",51
"(260, 593, 1200, 1210, 2571)",51
"(47, 50, 260, 608, 1196, 1210)",51
"(47, 296, 608, 1198, 1210)",51
"(47, 608, 1198, 1210, 2571)",51
"(50, 296, 356, 1210, 1270)",51
"(1, 260, 296, 1198, 1210, 1270, 2571)",51
"(50, 318, 593, 1221, 2858)",51
"(1, 296, 1198, 1210, 1270, 2571)",51
"(260, 318, 356, 364, 2571)",51
"(1, 356, 593, 1196, 1198, 1210)",51
"(589, 593, 1196, 1214, 1240)",51
"(1, 260, 296, 1136, 1198)",51
"(1, 260, 356, 1136, 1198)",51
"(47, 593, 608, 1210, 2571)",51
"(47, 296, 356, 608, 1210)",51
"(296, 356, 2762, 6377)",51
"(50, 318, 1221, 2571, 2858)",51
"(50, 260, 318, 1221, 2858)",51
"(589, 1136, 1196, 1210, 1214)",51
"(260, 589, 1136, 1196, 1210, 1214)",51
"(260, 296, 589, 1196, 1214, 1240)",51
"(1, 260, 318, 1196, 1198, 1210, 1270)",51
"(356, 364, 593, 2571)",51
"(260, 364, 593)",51
"(1, 318, 1196, 1198, 1210, 2571)",51
"(589, 1198, 2918)",51
"(296, 1196, 1198, 2918)",51
"(260, 296, 2115, 2716)",51
"(260, 356, 2115, 2716)",51
"(47, 593, 608, 1196, 1210, 2571)",51
"(47, 296, 356, 608, 1196, 1210)",51
"(260, 296, 589, 1196, 1265, 2571)",51
"(1, 318, 1136, 1198)",51
"(296, 356, 364, 589)",51
"(260, 589, 1136, 1210, 1214)",51
"(593, 1136, 1196, 1210, 1214)",51
"(260, 593, 1136, 1196, 1210, 1214)",51
"(296, 318, 364, 2571)",51
"(1, 318, 1196, 1198, 1210, 1270)",51
"(47, 260, 1214, 1240)",51
"(527, 1196, 1198, 1210, 2571)",51
"(260, 527, 1196, 1198, 1210, 2571)",51
"(356, 1198, 2571, 2918)",51
"(260, 296, 1198, 2918)",51
"(47, 50, 318, 1221, 2571)",51
"(1, 296, 318, 1196, 1265)",51
"(1, 318, 356, 1196, 1265)",51
"(47, 260, 296, 593, 608, 1210)",51
"(47, 260, 589, 608, 1210)",51
"(47, 50, 260, 1221, 2571)",51
"(47, 296, 1198, 1221)",51
"(47, 260, 1198, 1221)",51
"(318, 593, 1221, 2571, 2858)",51
"(4226, 6874, 33794)",51
"(356, 541, 4226)",51
"(260, 541, 4226)",51
"(541, 2858, 4226)",51
"(47, 260, 296, 356, 1210, 1270)",51
"(47, 356, 1221, 2571)",51
"(260, 296, 589, 1136, 1198)",51
"(50, 608, 1196, 1198, 1210, 2571)",51
"(50, 356, 608, 1196, 1198, 1210)",51
"(50, 260, 608, 1196, 1198, 1210, 2571)",51
"(50, 260, 356, 608, 1196, 1198, 1210)",51
"(50, 593, 1265, 2571)",51
"(50, 356, 593, 1265)",51
"(593, 2571, 4306, 6377)",51
"(47, 50, 356, 1221)",51
"(47, 2571, 6874, 33794)",51
"(47, 1198, 1210, 1270, 2571)",51
"(47, 260, 1198, 1210, 1270, 2571)",51
"(1, 47, 1198, 1210, 1270)",51
"(1, 47, 260, 1198, 1210, 1270)",51
"(1136, 1214, 2762)",51
"(47, 260, 1196, 1198, 1210, 1270, 2571)",51
"(260, 356, 589, 593, 1196, 1210, 1240)",51
"(260, 318, 356, 589, 1196, 1210, 1240, 2571)",51
"(527, 1196, 1210, 1240)",51
"(1, 318, 1196, 1210, 1240)",51
"(318, 356, 608, 1196, 1198, 1210)",51
"(260, 318, 356, 1136, 1198)",51
"(589, 593, 1136, 1198)",51
"(47, 260, 296, 318, 1221)",51
"(47, 260, 296, 593, 1221)",51
"(47, 260, 356, 1221)",51
"(356, 593, 608, 1196, 1198, 1210)",51
"(50, 2858, 2918)",51
"(296, 318, 1210, 2918)",51
"(296, 593, 1210, 2918)",51
"(260, 318, 356, 593, 1196, 1198, 1210)",51
"(260, 296, 356, 593, 1196, 1198, 1210, 2571)",51
"(1, 47, 260, 1196, 1198, 1210, 1270)",51
"(296, 1210, 1270, 2571, 2858)",51
"(356, 1210, 1270, 2571, 2858)",51
"(260, 318, 356, 608, 1196, 1198, 1210)",51
"(260, 356, 593, 608, 1196, 1198, 1210)",51
"(296, 589, 1200, 1210, 2571)",51
"(47, 296, 356, 1196, 1210, 1270)",51
"(47, 260, 318, 1196, 1210, 1270)",51
"(47, 260, 296, 1196, 1210, 1270, 2571)",51
"(47, 260, 589, 1196, 1210, 1270)",51
"(296, 356, 1136, 1198, 2571)",51
"(1, 356, 608, 1198, 1210)",51
"(1, 260, 296, 608, 1198, 1210)",51
"(1, 260, 356, 608, 1198, 1210)",51
"(260, 1196, 8961, 33794)",51
"(1210, 8961, 33794)",51
"(47, 1196, 1198, 1210, 1270, 2571)",51
"(47, 318, 593, 1221, 2571)",51
"(593, 1210, 1214, 1240, 2571)",51
"(296, 1196, 2858, 2918)",51
"(1196, 2571, 2858, 2918)",51
"(1196, 1210, 8961, 33794)",51
"(318, 593, 1198, 1265)",51
"(593, 1198, 1265, 2571)",51
"(356, 1196, 1210, 4306, 6377)",51
"(1, 260, 4306, 6377)",51
"(1136, 1196, 1291, 2115)",51
"(296, 356, 608, 1198, 1210, 2571)",51
"(260, 318, 593, 608, 1198, 1210)",51
"(260, 593, 608, 1198, 1210, 2571)",51
"(356, 4306, 8961, 33794)",51
"(4886, 8961, 33794)",51
"(589, 1196, 1210, 1270, 2858)",51
"(1, 260, 1196, 1210, 1270, 2858)",51
"(1, 47, 1196, 1198, 1210, 1270)",51
"(150, 1270, 2571)",51
"(150, 260, 356, 1270)",51
"(1, 150, 356, 1270)",51
"(260, 296, 356, 608, 1198, 1210, 2571)",51
"(1, 296, 608, 1198, 1210)",51
"(260, 1210, 2571, 4306, 6377)",51
"(260, 356, 1210, 4306, 6377)",51
"(1, 592, 1196, 1270)",51
"(1, 260, 592, 1196, 1270)",51
"(50, 260, 356, 1198, 1221)",51
"(150, 318, 1270)",51
"(296, 318, 1136, 1270)",51
"(1, 150, 260, 1196, 1270)",51
"(1, 150, 1210, 1270)",51
"(296, 318, 541, 593, 608)",51
